Minimum
Sample;Period per day
PhT64_32_2020-01-21_13-37-16
1;24;24;23;25;23;22
2;24;25;23;24;24;22
3;23;25;23;24;24;22
4;24;25;23;24;24;23
5;24;25;23;24;23;20
6;24;25;23;24;23;22
7;28;25;27;25;26
8;7;28;26;26;25;26
9;9;28;26;26;25;26
10;7;28;26;26;26;26
11;10;28;25;27;25;26
12;8;28;25;27;25;26
13;8;27;26;26;26;26
14;8;28;25;27;25;26
15;6;28;25;26;26;26
16;7;28;25;26;26;26
17;28;26;26;25;26
18;9;28;26;26;26;27
19;6;28;26;26;26;26
20;7;29;26;26;26;26
21;7;28;26;26;25;26
22;7;28;26;25;26;26
23;5;28;26;26;25;26
24;8;28;26;26;26;19
25;6;28;25;26;25;27
26;6;28;25;26;26;26
27;8;28;25;26;25;27
28;8;28;25;27;25;20
29;8;28;25;27;25;26
30;8;28;25;26;26;26
31;8;28;25;26;26;26
32;18;24;24;24;24;24

Maximum
Sample;Period per day
PhT64_32_2020-01-21_13-37-16
1;27;23;25;23;26;20
2;27;24;25;26;20;22
3;27;24;25;23;23;22
4;28;23;25;23;23;22
5;27;24;25;23;25;20
6;27;23;25;25;24;20
7;29;26;25;4;31;18
8;29;26;25;4;31;18
9;28;27;24;4;31;18
10;29;26;25;4;31;18
11;29;26;25;4;31;18
12;28;27;24;24;25;4
13;27;28;24;25;9;19
14;28;27;25;3;31;19
15;27;27;25;24;20;9
16;27;28;24;25;19;9
17;29;26;26;4;31;19
18;28;27;30;25;25
19;29;26;25;4;24;25
20;30;27;24;4;25;25
21;28;27;24;3;41;9
22;28;27;24;24;25;4
23;28;26;25;25;24;4
24;30;26;25;4;45;4
25;27;26;26;24;25;4
26;27;27;25;24;25;4
27;27;27;25;24;25;4
28;27;27;25;24;25;4
29;27;27;25;24;20;9
30;27;27;25;25;19;9
31;27;28;24;24;25;4
32;24;24;24;24;24;16
