Minimum
Sample;Period per day
PhT64_32_2020-02-18_15-04-04
1;20;25;29;25;23;17
2;20;27;13;35;29;15
3;20;25;29;22;27;19
4;20;26;27;23;20;22
5;20;26;28;23;26;15
6;26;23;26;6;44;18
7;26;22;27;22;28;18
8;26;22;27;22;28;18
9;26;22;27;23;27;18
10;26;23;26;22;28;18
11;24;22;27;22;28;18
12;26;23;26;22;28;18
13;26;23;26;24;26;18
14;26;23;26;22;28;18
15;26;23;26;6;27;35
16;26;3;42;6;25;45
17;26;3;42;6;25;45
18;26;3;42;6;25;23
19;26;3;42;6;25;45
20;29;42;6;44;18
21;26;3;42;6;25;45
22;26;3;27;21;25;45
23;26;3;42;6;25;45
24;26;25;20;6;44;18
25;26;3;42;6;25;45
26;26;25;20;6;44;26
27;26;25;20;6;24;46
28;26;25;20;6;44;18
29;26;25;20;6;44;26
30;26;25;20;6;44;26
31;18;24;24;24;24;24
32;4;34;22;27;33;21

Maximum
Sample;Period per day
PhT64_32_2020-02-18_15-04-04
1;39;5;25;33;25;17
2;39;25;5;32;25;19
3;39;5;25;31;21;23
4;40;5;25;34;23;18
5;39;5;25;32;28;15
6;9;17;26;44;5;24
7;9;17;26;31;18;24
8;9;17;26;31;17;25
9;10;16;26;31;17;25
10;9;17;26;31;17;25
11;9;17;26;30;18;24
12;9;17;26;44;4;24
13;10;16;26;44;21;8
14;10;16;26;32;17;24
15;14;12;45;25;20;9
16;26;24;24;26;24;21
17;26;24;24;26;25;20
18;26;24;25;25;25;19
19;26;24;24;26;23;22
20;25;24;24;26;23;22
21;25;24;24;26;23;21
22;25;24;25;25;22;22
23;25;24;24;26;22;22
24;25;24;24;26;21;24
25;25;24;24;26;22;22
26;25;25;24;26;22;22
27;25;25;24;26;22;22
28;24;34;24;20;23;19
29;25;25;24;26;22;22
30;24;25;25;25;24;20
31;24;24;24;24;24;18
32;6;30;20;22;26;24
